NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
REGULATION OF ENDOGENOUS RETROELEMENTS BY THE HUMAN SILENCING HUB (HUSH) COMPLEX%REACTOME%R-HSA-9843970.1	REGULATION OF ENDOGENOUS RETROELEMENTS BY THE HUMAN SILENCING HUB (HUSH) COMPLEX%REACTOME%R-HSA-9843970.1	Details ...	33	0.68259054	1.9608282	0.0	0.03604406	0.306	2315	tags=45%, list=12%, signal=52%	
DEFECTIVE PYROPTOSIS%REACTOME%R-HSA-9710421.5	DEFECTIVE PYROPTOSIS%REACTOME%R-HSA-9710421.5	Details ...	35	0.67383444	1.9581643	0.0018975332	0.034688797	0.317	2957	tags=46%, list=16%, signal=54%	
INHIBITION OF DNA RECOMBINATION AT TELOMERE%REACTOME DATABASE ID RELEASE 91%9670095	INHIBITION OF DNA RECOMBINATION AT TELOMERE%REACTOME DATABASE ID RELEASE 91%9670095	Details ...	41	0.65696543	1.9560174	0.0018656716	0.033035334	0.324	2315	tags=34%, list=12%, signal=39%	
HUMORAL IMMUNE RESPONSE%GOBP%GO:0006959	HUMORAL IMMUNE RESPONSE%GOBP%GO:0006959	Details ...	88	0.5778819	1.9522517	0.0	0.032876987	0.342	1677	tags=26%, list=9%, signal=29%	
OMEGA 6 FATTY ACIDS IN SENESCENCE%WIKIPATHWAYS_20250210%WP5424%HOMO SAPIENS	OMEGA 6 FATTY ACIDS IN SENESCENCE%WIKIPATHWAYS_20250210%WP5424%HOMO SAPIENS	Details ...	27	0.71514887	1.9518772	0.001908397	0.03083107	0.343	1522	tags=37%, list=8%, signal=40%	
RECOGNITION AND ASSOCIATION OF DNA GLYCOSYLASE WITH SITE CONTAINING AN AFFECTED PYRIMIDINE%REACTOME DATABASE ID RELEASE 91%110328	RECOGNITION AND ASSOCIATION OF DNA GLYCOSYLASE WITH SITE CONTAINING AN AFFECTED PYRIMIDINE%REACTOME DATABASE ID RELEASE 91%110328	Details ...	34	0.6871827	1.9509734	0.0	0.029319866	0.346	2772	tags=50%, list=15%, signal=59%	
CHEMOKINE-MEDIATED SIGNALING PATHWAY%GOBP%GO:0070098	CHEMOKINE-MEDIATED SIGNALING PATHWAY%GOBP%GO:0070098	Details ...	29	0.7104995	1.9470862	0.0	0.02973035	0.365	2145	tags=48%, list=11%, signal=54%	
MEIOTIC RECOMBINATION%REACTOME DATABASE ID RELEASE 91%912446	MEIOTIC RECOMBINATION%REACTOME DATABASE ID RELEASE 91%912446	Details ...	48	0.63309723	1.9422202	0.0	0.030885741	0.39	2906	tags=40%, list=15%, signal=47%	
ACTIVATION OF BH3-ONLY PROTEINS%REACTOME%R-HSA-114452.5	ACTIVATION OF BH3-ONLY PROTEINS%REACTOME%R-HSA-114452.5	Details ...	30	0.69168174	1.9366238	0.0	0.032202378	0.416	2256	tags=40%, list=12%, signal=45%	
CELLULAR RESPONSE TO CHEMOKINE%GOBP%GO:1990869	CELLULAR RESPONSE TO CHEMOKINE%GOBP%GO:1990869	Details ...	35	0.6672816	1.9346946	0.0	0.031746045	0.426	2145	tags=43%, list=11%, signal=48%	
MYELOID LEUKOCYTE MIGRATION%GOBP%GO:0097529	MYELOID LEUKOCYTE MIGRATION%GOBP%GO:0097529		51	0.6256395	1.9337212	0.0	0.030808406	0.433	1995	tags=29%, list=11%, signal=33%	
DEPYRIMIDINATION%REACTOME DATABASE ID RELEASE 91%73928	DEPYRIMIDINATION%REACTOME DATABASE ID RELEASE 91%73928		34	0.6871827	1.9332802	0.0	0.02955828	0.436	2772	tags=50%, list=15%, signal=59%	
PRC2 METHYLATES HISTONES AND DNA%REACTOME%R-HSA-212300.3	PRC2 METHYLATES HISTONES AND DNA%REACTOME%R-HSA-212300.3		35	0.66120195	1.9313802	0.0	0.029562399	0.456	2315	tags=40%, list=12%, signal=46%	
POSITIVE REGULATION OF RECEPTOR SIGNALING PATHWAY VIA STAT%GOBP%GO:1904894	POSITIVE REGULATION OF RECEPTOR SIGNALING PATHWAY VIA STAT%GOBP%GO:1904894		30	0.6909358	1.9266385	0.0	0.030804845	0.486	1517	tags=27%, list=8%, signal=29%	
PACKAGING OF TELOMERE ENDS%REACTOME DATABASE ID RELEASE 91%171306	PACKAGING OF TELOMERE ENDS%REACTOME DATABASE ID RELEASE 91%171306		26	0.7145043	1.925915	0.0	0.02983528	0.488	2772	tags=54%, list=15%, signal=63%	
PHOSPHORYLATION OF CD3 AND TCR ZETA CHAINS%REACTOME%R-HSA-202427.8	PHOSPHORYLATION OF CD3 AND TCR ZETA CHAINS%REACTOME%R-HSA-202427.8		15	0.79102534	1.9231561	0.0019455253	0.03000043	0.505	1139	tags=33%, list=6%, signal=35%	
RESPONSE TO CHEMOKINE%GOBP%GO:1990868	RESPONSE TO CHEMOKINE%GOBP%GO:1990868		35	0.6672816	1.9215764	0.0	0.029742653	0.516	2145	tags=43%, list=11%, signal=48%	
SIRT1 NEGATIVELY REGULATES RRNA EXPRESSION%REACTOME DATABASE ID RELEASE 91%427359	SIRT1 NEGATIVELY REGULATES RRNA EXPRESSION%REACTOME DATABASE ID RELEASE 91%427359		30	0.6778819	1.9197212	0.0	0.029578574	0.525	2315	tags=47%, list=12%, signal=53%	
COMPLEMENT ACTIVATION%GOBP%GO:0006956	COMPLEMENT ACTIVATION%GOBP%GO:0006956		24	0.71912044	1.9131956	0.0018348624	0.032265358	0.569	3638	tags=58%, list=19%, signal=72%	
BASE-EXCISION REPAIR, AP SITE FORMATION%REACTOME DATABASE ID RELEASE 91%73929	BASE-EXCISION REPAIR, AP SITE FORMATION%REACTOME DATABASE ID RELEASE 91%73929		35	0.6621526	1.9131536	0.0	0.031189846	0.569	2772	tags=49%, list=15%, signal=57%	
CLEAVAGE OF THE DAMAGED PURINE%REACTOME DATABASE ID RELEASE 91%110331	CLEAVAGE OF THE DAMAGED PURINE%REACTOME DATABASE ID RELEASE 91%110331		29	0.6801879	1.9122208	0.0	0.030785607	0.578	2772	tags=52%, list=15%, signal=61%	
OVERVIEW OF PROINFLAMMATORY AND PROFIBROTIC MEDIATORS%WIKIPATHWAYS_20250210%WP5095%HOMO SAPIENS	OVERVIEW OF PROINFLAMMATORY AND PROFIBROTIC MEDIATORS%WIKIPATHWAYS_20250210%WP5095%HOMO SAPIENS		31	0.66736865	1.9027963	0.0018348624	0.034673322	0.635	986	tags=26%, list=5%, signal=27%	
REGULATION OF RECEPTOR SIGNALING PATHWAY VIA STAT%GOBP%GO:1904892	REGULATION OF RECEPTOR SIGNALING PATHWAY VIA STAT%GOBP%GO:1904892		54	0.5939023	1.8901209	0.0	0.040624358	0.699	2145	tags=28%, list=11%, signal=31%	
ADAPTIVE IMMUNE RESPONSE BASED ON SOMATIC RECOMBINATION OF IMMUNE RECEPTORS BUILT FROM IMMUNOGLOBULIN SUPERFAMILY DOMAINS%GOBP%GO:0002460	ADAPTIVE IMMUNE RESPONSE BASED ON SOMATIC RECOMBINATION OF IMMUNE RECEPTORS BUILT FROM IMMUNOGLOBULIN SUPERFAMILY DOMAINS%GOBP%GO:0002460		66	0.57753325	1.8796073	0.0	0.04676424	0.772	3202	tags=33%, list=17%, signal=40%	
HALLMARK_APICAL_SURFACE%MSIGDBHALLMARK%HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE%MSIGDBHALLMARK%HALLMARK_APICAL_SURFACE		38	0.648255	1.8787506	0.0038314175	0.0460886	0.778	986	tags=34%, list=5%, signal=36%	
GRANULOCYTE MIGRATION%GOBP%GO:0097530	GRANULOCYTE MIGRATION%GOBP%GO:0097530		37	0.64745545	1.8782982	0.001996008	0.04496063	0.778	1995	tags=32%, list=11%, signal=36%	
INTERLEUKIN-2 FAMILY SIGNALING%REACTOME DATABASE ID RELEASE 91%451927	INTERLEUKIN-2 FAMILY SIGNALING%REACTOME DATABASE ID RELEASE 91%451927		34	0.65764016	1.8771677	0.0	0.044487014	0.782	2145	tags=29%, list=11%, signal=33%	
ACTIVATION OF BAD AND TRANSLOCATION TO MITOCHONDRIA%REACTOME%R-HSA-111447.5	ACTIVATION OF BAD AND TRANSLOCATION TO MITOCHONDRIA%REACTOME%R-HSA-111447.5		15	0.7767647	1.8748485	0.003944773	0.044588234	0.791	1869	tags=53%, list=10%, signal=59%	
SENESCENCE-ASSOCIATED SECRETORY PHENOTYPE (SASP)%REACTOME DATABASE ID RELEASE 91%2559582	SENESCENCE-ASSOCIATED SECRETORY PHENOTYPE (SASP)%REACTOME DATABASE ID RELEASE 91%2559582		71	0.570489	1.8737241	0.0	0.044231445	0.796	2900	tags=32%, list=15%, signal=38%	
DEPURINATION%REACTOME DATABASE ID RELEASE 91%73927	DEPURINATION%REACTOME DATABASE ID RELEASE 91%73927		29	0.6801879	1.8721757	0.001858736	0.044225585	0.803	2772	tags=52%, list=15%, signal=61%	
IL2 SIGNALING EVENTS MEDIATED BY STAT5%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL2 SIGNALING EVENTS MEDIATED BY STAT5	IL2 SIGNALING EVENTS MEDIATED BY STAT5%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL2 SIGNALING EVENTS MEDIATED BY STAT5		24	0.68951076	1.8704964	0.0	0.044294883	0.809	1710	tags=21%, list=9%, signal=23%	
INTERLEUKIN-10 SIGNALING%REACTOME%R-HSA-6783783.5	INTERLEUKIN-10 SIGNALING%REACTOME%R-HSA-6783783.5		28	0.66616833	1.8686785	0.0	0.044805977	0.825	392	tags=18%, list=2%, signal=18%	
VERY LONG-CHAIN FATTY ACID METABOLIC PROCESS%GOBP%GO:0000038	VERY LONG-CHAIN FATTY ACID METABOLIC PROCESS%GOBP%GO:0000038		27	0.6846667	1.8661443	0.0	0.045346353	0.834	1150	tags=26%, list=6%, signal=28%	
RECOGNITION AND ASSOCIATION OF DNA GLYCOSYLASE WITH SITE CONTAINING AN AFFECTED PURINE%REACTOME DATABASE ID RELEASE 91%110330	RECOGNITION AND ASSOCIATION OF DNA GLYCOSYLASE WITH SITE CONTAINING AN AFFECTED PURINE%REACTOME DATABASE ID RELEASE 91%110330		29	0.6801879	1.8661011	0.0	0.04434037	0.834	2772	tags=52%, list=15%, signal=61%	
DOPAMINE NEUROTRANSMITTER RELEASE CYCLE%REACTOME DATABASE ID RELEASE 91%212676	DOPAMINE NEUROTRANSMITTER RELEASE CYCLE%REACTOME DATABASE ID RELEASE 91%212676		22	0.7167932	1.8656068	0.0018416207	0.04367244	0.835	1842	tags=32%, list=10%, signal=35%	
HALLMARK_ESTROGEN_RESPONSE_LATE%MSIGDBHALLMARK%HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE%MSIGDBHALLMARK%HALLMARK_ESTROGEN_RESPONSE_LATE		159	0.50623417	1.857687	0.0	0.04844969	0.865	1713	tags=30%, list=9%, signal=33%	
LEUKOTRIENE METABOLIC PROCESS%GOBP%GO:0006691	LEUKOTRIENE METABOLIC PROCESS%GOBP%GO:0006691		16	0.7454609	1.8493491	0.005882353	0.054237407	0.903	1454	tags=38%, list=8%, signal=41%	
UNSATURATED FATTY ACID METABOLIC PROCESS%GOBP%GO:0033559	UNSATURATED FATTY ACID METABOLIC PROCESS%GOBP%GO:0033559		75	0.5645207	1.8489475	0.0	0.05351955	0.907	1150	tags=27%, list=6%, signal=28%	
PID_IL2_STAT5_PATHWAY%MSIGDB_C2%PID_IL2_STAT5_PATHWAY	PID_IL2_STAT5_PATHWAY%MSIGDB_C2%PID_IL2_STAT5_PATHWAY		21	0.7101614	1.8391556	0.0058708414	0.060781177	0.937	1710	tags=24%, list=9%, signal=26%	
POSITIVE REGULATION OF RECEPTOR SIGNALING PATHWAY VIA JAK-STAT%GOBP%GO:0046427	POSITIVE REGULATION OF RECEPTOR SIGNALING PATHWAY VIA JAK-STAT%GOBP%GO:0046427		25	0.69301826	1.8367574	0.0018115942	0.061695855	0.942	2145	tags=32%, list=11%, signal=36%	
ACTIVATED PKN1 STIMULATES TRANSCRIPTION OF AR (ANDROGEN RECEPTOR) REGULATED GENES KLK2 AND KLK3%REACTOME%R-HSA-5625886.3	ACTIVATED PKN1 STIMULATES TRANSCRIPTION OF AR (ANDROGEN RECEPTOR) REGULATED GENES KLK2 AND KLK3%REACTOME%R-HSA-5625886.3		27	0.6777248	1.8367002	0.0	0.060507502	0.942	2315	tags=52%, list=12%, signal=59%	
MHC PROTEIN COMPLEX ASSEMBLY%GOBP%GO:0002396	MHC PROTEIN COMPLEX ASSEMBLY%GOBP%GO:0002396		17	0.75241476	1.830905	0.0019047619	0.06464375	0.958	1139	tags=35%, list=6%, signal=38%	
PD-1 SIGNALING%REACTOME%R-HSA-389948.6	PD-1 SIGNALING%REACTOME%R-HSA-389948.6		16	0.75643826	1.8304771	0.0	0.06377473	0.959	1139	tags=31%, list=6%, signal=33%	
ICOSANOID METABOLIC PROCESS%GOBP%GO:0006690	ICOSANOID METABOLIC PROCESS%GOBP%GO:0006690		75	0.5541956	1.8296652	0.0016778524	0.063547745	0.963	1958	tags=28%, list=10%, signal=31%	
PEPTIDE ANTIGEN ASSEMBLY WITH MHC PROTEIN COMPLEX%GOBP%GO:0002501	PEPTIDE ANTIGEN ASSEMBLY WITH MHC PROTEIN COMPLEX%GOBP%GO:0002501		17	0.75241476	1.827747	0.0	0.06401093	0.964	1139	tags=35%, list=6%, signal=38%	
POSITIVE REGULATION OF PROTEIN MATURATION%GOBP%GO:1903319	POSITIVE REGULATION OF PROTEIN MATURATION%GOBP%GO:1903319		19	0.72635734	1.8243444	0.001996008	0.06592639	0.974	3409	tags=58%, list=18%, signal=71%	
DISEASES OF PROGRAMMED CELL DEATH%REACTOME%R-HSA-9645723.8	DISEASES OF PROGRAMMED CELL DEATH%REACTOME%R-HSA-9645723.8		63	0.55936134	1.8231714	0.0	0.06557684	0.974	2957	tags=37%, list=16%, signal=43%	
ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN%GOBP%GO:0048002	ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN%GOBP%GO:0048002		54	0.5787346	1.8221189	0.0	0.06550757	0.974	1139	tags=20%, list=6%, signal=22%	
POSITIVE REGULATION OF PROTEIN PROCESSING%GOBP%GO:0010954	POSITIVE REGULATION OF PROTEIN PROCESSING%GOBP%GO:0010954		18	0.73025286	1.8198686	0.0	0.06690793	0.977	3409	tags=61%, list=18%, signal=75%	
COMPLEMENT CASCADE%REACTOME DATABASE ID RELEASE 91%166658	COMPLEMENT CASCADE%REACTOME DATABASE ID RELEASE 91%166658		37	0.62078446	1.8163434	0.0	0.06870389	0.98	3638	tags=46%, list=19%, signal=57%	
ACTIVATION OF RRNA EXPRESSION BY ERCC6 (CSB) AND EHMT2 (G9A)%REACTOME DATABASE ID RELEASE 91%427389	ACTIVATION OF RRNA EXPRESSION BY ERCC6 (CSB) AND EHMT2 (G9A)%REACTOME DATABASE ID RELEASE 91%427389		38	0.61216044	1.8144197	0.0	0.06925261	0.983	2315	tags=42%, list=12%, signal=48%	
OMEGA 3 FATTY ACIDS IN SENESCENCE%WIKIPATHWAYS_20250210%WP5432%HOMO SAPIENS	OMEGA 3 FATTY ACIDS IN SENESCENCE%WIKIPATHWAYS_20250210%WP5432%HOMO SAPIENS		16	0.742242	1.8087529	0.0	0.07387301	0.991	1124	tags=38%, list=6%, signal=40%	
CHEMOKINE RECEPTORS BIND CHEMOKINES%REACTOME DATABASE ID RELEASE 91%380108	CHEMOKINE RECEPTORS BIND CHEMOKINES%REACTOME DATABASE ID RELEASE 91%380108		25	0.66693646	1.807122	0.0018691589	0.07430515	0.991	1995	tags=40%, list=11%, signal=45%	
MONONUCLEAR CELL PROLIFERATION%GOBP%GO:0032943	MONONUCLEAR CELL PROLIFERATION%GOBP%GO:0032943		26	0.6859142	1.8062346	0.0037105752	0.074070446	0.994	3000	tags=54%, list=16%, signal=64%	
PEPTIDE LIGAND-BINDING RECEPTORS%REACTOME%R-HSA-375276.8	PEPTIDE LIGAND-BINDING RECEPTORS%REACTOME%R-HSA-375276.8		86	0.53608096	1.8015506	0.0	0.07767646	0.996	1815	tags=27%, list=10%, signal=29%	
MONONUCLEAR CELL MIGRATION%GOBP%GO:0071674	MONONUCLEAR CELL MIGRATION%GOBP%GO:0071674		51	0.58136517	1.7970687	0.0018248175	0.081404455	0.998	1546	tags=29%, list=8%, signal=32%	
B CELL RECEPTOR SIGNALING PATHWAY%GOBP%GO:0050853	B CELL RECEPTOR SIGNALING PATHWAY%GOBP%GO:0050853		31	0.6438982	1.7955518	0.0019011407	0.08174656	0.998	3825	tags=52%, list=20%, signal=65%	
REGULATION OF CYCLIN-DEPENDENT PROTEIN SERINE/THREONINE KINASE ACTIVITY%GOBP%GO:0000079	REGULATION OF CYCLIN-DEPENDENT PROTEIN SERINE/THREONINE KINASE ACTIVITY%GOBP%GO:0000079		46	0.58826	1.7945638	0.0	0.08135138	0.998	2599	tags=26%, list=14%, signal=30%	
IL12-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL12-MEDIATED SIGNALING EVENTS	IL12-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL12-MEDIATED SIGNALING EVENTS		39	0.61872184	1.7916536	0.0036764706	0.08337105	0.998	1905	tags=31%, list=10%, signal=34%	
LYMPHOCYTE PROLIFERATION%GOBP%GO:0046651	LYMPHOCYTE PROLIFERATION%GOBP%GO:0046651		25	0.66886944	1.7870395	0.0	0.08768865	0.998	3000	tags=52%, list=16%, signal=62%	
REPLACEMENT OF PROTAMINES BY NUCLEOSOMES IN THE MALE PRONUCLEUS%REACTOME%R-HSA-9821993.1	REPLACEMENT OF PROTAMINES BY NUCLEOSOMES IN THE MALE PRONUCLEUS%REACTOME%R-HSA-9821993.1		17	0.7208627	1.7791226	0.0	0.09608145	0.998	2772	tags=59%, list=15%, signal=69%	
DEPOSITION OF NEW CENPA-CONTAINING NUCLEOSOMES AT THE CENTROMERE%REACTOME DATABASE ID RELEASE 91%606279	DEPOSITION OF NEW CENPA-CONTAINING NUCLEOSOMES AT THE CENTROMERE%REACTOME DATABASE ID RELEASE 91%606279		48	0.57471573	1.7774768	0.0037593986	0.096594654	0.998	2315	tags=31%, list=12%, signal=36%	
OXIDATIVE STRESS INDUCED SENESCENCE%REACTOME DATABASE ID RELEASE 91%2559580	OXIDATIVE STRESS INDUCED SENESCENCE%REACTOME DATABASE ID RELEASE 91%2559580		85	0.5211791	1.7762783	0.0016447369	0.09656334	0.998	2315	tags=27%, list=12%, signal=31%	
ACTIN FILAMENT CAPPING%GOBP%GO:0051693	ACTIN FILAMENT CAPPING%GOBP%GO:0051693		17	0.71669185	1.7757533	0.0075329565	0.09583695	0.998	868	tags=29%, list=5%, signal=31%	
INTERFERON GAMMA SIGNALING%REACTOME DATABASE ID RELEASE 91%877300	INTERFERON GAMMA SIGNALING%REACTOME DATABASE ID RELEASE 91%877300		84	0.5334752	1.7746525	0.0	0.0960841	0.999	1324	tags=23%, list=7%, signal=24%	
LEUKOCYTE CHEMOTAXIS%GOBP%GO:0030595	LEUKOCYTE CHEMOTAXIS%GOBP%GO:0030595		63	0.55542856	1.7732816	0.0	0.096802026	0.999	1995	tags=29%, list=11%, signal=32%	
DNA DAMAGE TELOMERE STRESS INDUCED SENESCENCE%REACTOME%R-HSA-2559586.5	DNA DAMAGE TELOMERE STRESS INDUCED SENESCENCE%REACTOME%R-HSA-2559586.5		53	0.5674471	1.7702552	0.0018656716	0.099334516	0.999	2900	tags=36%, list=15%, signal=42%	
LYMPHOCYTE MEDIATED IMMUNITY%GOBP%GO:0002449	LYMPHOCYTE MEDIATED IMMUNITY%GOBP%GO:0002449		73	0.5390857	1.7690912	0.0	0.099499576	0.999	3202	tags=36%, list=17%, signal=43%	
INTERLEUKIN RECEPTOR SHC SIGNALING%REACTOME DATABASE ID RELEASE 91%912526	INTERLEUKIN RECEPTOR SHC SIGNALING%REACTOME DATABASE ID RELEASE 91%912526		18	0.70379275	1.7690669	0.0019607844	0.098240085	0.999	1710	tags=33%, list=9%, signal=37%	
ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS ANTIGEN%GOBP%GO:0019883	ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS ANTIGEN%GOBP%GO:0019883		23	0.6765277	1.7690591	0.0019193857	0.09701209	0.999	1139	tags=35%, list=6%, signal=37%	
RHO GTPASES ACTIVATE PKNS%REACTOME%R-HSA-5625740.3	RHO GTPASES ACTIVATE PKNS%REACTOME%R-HSA-5625740.3		54	0.5737069	1.7687149	0.0	0.096275225	0.999	2782	tags=48%, list=15%, signal=56%	
REGULATION OF RECEPTOR SIGNALING PATHWAY VIA JAK-STAT%GOBP%GO:0046425	REGULATION OF RECEPTOR SIGNALING PATHWAY VIA JAK-STAT%GOBP%GO:0046425		47	0.5854279	1.7672602	0.0	0.09681754	0.999	2145	tags=28%, list=11%, signal=31%	
BARBED-END ACTIN FILAMENT CAPPING%GOBP%GO:0051016	BARBED-END ACTIN FILAMENT CAPPING%GOBP%GO:0051016		17	0.71669185	1.7656038	0.005859375	0.097531304	0.999	868	tags=29%, list=5%, signal=31%	
BENDROFLUMETHIAZIDE ACTION PATHWAY%PATHWHIZ%PW000329	BENDROFLUMETHIAZIDE ACTION PATHWAY%PATHWHIZ%PW000329		22	0.6481084	1.7644155	0.0	0.09772768	0.999	912	tags=23%, list=5%, signal=24%	
GLYCOSYL COMPOUND CATABOLIC PROCESS%GOBP%GO:1901658	GLYCOSYL COMPOUND CATABOLIC PROCESS%GOBP%GO:1901658		17	0.73669124	1.7639146	0.0058252425	0.09705556	0.999	3142	tags=53%, list=17%, signal=63%	
B-WICH COMPLEX POSITIVELY REGULATES RRNA EXPRESSION%REACTOME%R-HSA-5250924.4	B-WICH COMPLEX POSITIVELY REGULATES RRNA EXPRESSION%REACTOME%R-HSA-5250924.4		52	0.5623233	1.7585855	0.0017793594	0.102290936	0.999	2315	tags=31%, list=12%, signal=35%	
NUCLEOSOME ASSEMBLY%REACTOME DATABASE ID RELEASE 91%774815	NUCLEOSOME ASSEMBLY%REACTOME DATABASE ID RELEASE 91%774815		48	0.57471573	1.7543608	0.0036231885	0.106721744	0.999	2315	tags=31%, list=12%, signal=36%	
SIGNALING EVENTS MEDIATED BY PTP1B%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY PTP1B	SIGNALING EVENTS MEDIATED BY PTP1B%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY PTP1B		47	0.57307047	1.7535791	0.0038022813	0.1064298	0.999	3035	tags=30%, list=16%, signal=35%	
LONG-CHAIN FATTY ACID METABOLIC PROCESS%GOBP%GO:0001676	LONG-CHAIN FATTY ACID METABOLIC PROCESS%GOBP%GO:0001676		78	0.53160775	1.7516245	0.0	0.10767639	0.999	1150	tags=23%, list=6%, signal=24%	
NEGATIVE REGULATION OF T CELL MEDIATED IMMUNITY%GOBP%GO:0002710	NEGATIVE REGULATION OF T CELL MEDIATED IMMUNITY%GOBP%GO:0002710		15	0.728603	1.7503798	0.0	0.108100906	0.999	1855	tags=40%, list=10%, signal=44%	
EPIGENETIC REGULATION OF ADIPOGENESIS GENES BY MLL3 AND MLL4 COMPLEXES%REACTOME DATABASE ID RELEASE 91%9851695	EPIGENETIC REGULATION OF ADIPOGENESIS GENES BY MLL3 AND MLL4 COMPLEXES%REACTOME DATABASE ID RELEASE 91%9851695		92	0.50857455	1.7498485	0.0	0.1076239	0.999	1735	tags=25%, list=9%, signal=27%	
UNSATURATED FATTY ACID BIOSYNTHETIC PROCESS%GOBP%GO:0006636	UNSATURATED FATTY ACID BIOSYNTHETIC PROCESS%GOBP%GO:0006636		26	0.642048	1.7458963	0.0037105752	0.11131497	0.999	1522	tags=31%, list=8%, signal=33%	
PEPTIDE METABOLIC PROCESS%GOBP%GO:0006518	PEPTIDE METABOLIC PROCESS%GOBP%GO:0006518		40	0.5883226	1.7398452	0.0038986355	0.11811357	0.999	711	tags=18%, list=4%, signal=18%	
HALLMARK_SPERMATOGENESIS%MSIGDBHALLMARK%HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS%MSIGDBHALLMARK%HALLMARK_SPERMATOGENESIS		70	0.5309665	1.7397382	0.0	0.116938286	0.999	2862	tags=27%, list=15%, signal=32%	
